gal_param,obs_param,moment,%c_gal,%c_obs,r_val,p_val,flag
nfw_axisrat,t12,mu,40.60150375939853,2.136934453248154,0.9670054086137908,4.982520257657533e-06,True
nfw_axisrat,t12,sigma,40.60150375939853,-5.270687488903338,-0.9249597485014389,0.00012661957571876326,True
nfw_axisrat,t12,skew,40.60150375939853,10.716213254867094,-0.8242334854638838,0.003357792707755505,True
nfw_axisrat,t12,kurtosis,40.60150375939853,102.348031135602,0.7460087515306768,0.013224116251279495,True
nfw_axisrat,t23,mu,40.60150375939853,2.298502002631395,0.9409559667377938,4.9496415484535064e-05,True
nfw_axisrat,t23,sigma,40.60150375939853,-1.5283743812659272,-0.731929400290817,0.016105909759999752,True
nfw_axisrat,t23,skew,40.60150375939853,5.303773307052837,-0.17788078724949702,0.6229659793221662,False
nfw_axisrat,t23,kurtosis,40.60150375939853,5.489636802192828,0.1926832492593877,0.5938086409109374,False
nfw_axisrat,t34,mu,40.60150375939853,-0.9546286254551913,-0.9514780577741295,2.286736190347839e-05,True
nfw_axisrat,t34,sigma,40.60150375939853,4.2604095096337,0.8883209208459358,0.0005935297031846991,True
nfw_axisrat,t34,skew,40.60150375939853,4.581561846903622,0.17092159160801662,0.6368418098803725,False
nfw_axisrat,t34,kurtosis,40.60150375939853,22.552228018193603,-0.020921197497596015,0.9542549064468517,False
nfw_axisrat,d2/d1,mu,40.60150375939853,6.188140996982374,0.9999106302399948,2.7905759558692285e-16,True
nfw_axisrat,d2/d1,sigma,40.60150375939853,-70.24559888739888,-0.9998778999354396,9.722501020065093e-16,True
nfw_axisrat,d2/d1,skew,40.60150375939853,23.925692967033495,-0.9163986101975521,0.00019301136789223882,True
nfw_axisrat,d2/d1,kurtosis,40.60150375939853,-136.24141963809382,0.9399634425776777,5.2845016538111876e-05,True
nfw_axisrat,d3/d1,mu,40.60150375939853,10.895639564630862,0.9999671619156315,5.087122560329652e-18,True
nfw_axisrat,d3/d1,sigma,40.60150375939853,-69.76887108754201,-0.9999531478264752,2.108009736045581e-17,True
nfw_axisrat,d3/d1,skew,40.60150375939853,415.23921972357,-0.9760237260517639,1.404605289170456e-06,True
nfw_axisrat,d3/d1,kurtosis,40.60150375939853,-89.53211151979387,0.9464379145408287,3.374555707052448e-05,True
nfw_axisrat,d4/d1,mu,40.60150375939853,21.449482247516766,0.9997971425289587,7.406897955983136e-15,True
nfw_axisrat,d4/d1,sigma,40.60150375939853,-69.56869960274622,-0.999536023812763,2.0263711839435953e-13,True
nfw_axisrat,d4/d1,skew,40.60150375939853,-56.29199271496219,0.7308896524594586,0.016334652973055457,True
nfw_axisrat,d4/d1,kurtosis,40.60150375939853,-309.2644838193522,-0.908828142579877,0.00027045602648988524,True
