worker,peak_gib
1.0,1.1228141784667969
2.0,1.6404914855957031
4.0,3.031665802001953
8.0,5.242523193359375
16.0,9.163864135742188
32.0,17.413837432861328
64.0,33.2789421081543
128.0,66.89647674560547
